Time:250Hz,Epoch,10,14,15,Event Id,Event Date,Event Duration
0.2359999998,29,1.9099646538,4.2876435645,2.3819234011,,,
0.2400000000,30,1.4981880166,3.5670438471,2.2714675159,,,
0.2439999999,30,0.1059385893,1.5646987786,1.2863462169,,,
0.2479999999,31,-2.4751638321,-1.8847445412,-0.8955079845,,,
0.2519999999,31,-5.2233479058,-5.6018635986,-3.5519801541,,,
0.2559999998,32,-6.7590224353,-7.9752339839,-5.3984419060,,,
0.2599999998,32,-6.9000869634,-8.6211100812,-6.0022254181,,,
0.2640000000,33,-6.2294514457,-8.0942063969,-5.7057262171,,,
0.2679999999,33,-4.7178652004,-6.5323950850,-4.5134752882,,,
0.2719999999,34,-2.1300492431,-3.8955779780,-2.2924658032,,,
0.2759999998,34,0.6265664658,-1.1544005955,0.0941599554,,,
0.2799999998,35,2.0704365395,0.2519741912,1.1931926664,,,
0.2839999998,35,2.0588020197,0.2300064074,0.7340356460,,,
0.2879999999,36,1.8420003309,0.0917286611,-0.0595126697,,,
0.2919999999,36,2.1590173395,0.6937934375,-0.1500640300,,,
0.2959999999,37,2.5925679293,1.7260867970,0.3704920822,,,
